name,hostname,IC,disposition,period,rade,rade_est,rade_err1,rade_err2,radj,radj_est,radj_err1,radj_err2,masse,masse_est,masse_err1,masse_err2,massj,massj_est,massj_err1,massj_err2,tran_depth_ppm,tran_dur_hr,semi_au,eccen,insol,distance_pc,year_discovered,year_confirmed,discoverymethod,facility,st_mass,st_rad,st_teff,st_log_lum,Jmag,Kmag,ra,dec,flag_tran,flag_kepler,flag_k2,url
WASP-48 b,WASP-48,,Confirmed,2.14363,16.8135,,2.2418,-2.2418,1.5000025786101943,,0.20000034381469256,-0.20000034381469256,254.264,,73.1009,-73.1009,0.800004010731054,,0.23000115308517802,-0.23000115308517802,9600.0,3.1539349,0.03444,0.0,3410.2601,454.144,2011,2011.0,Transit,SuperWASP,0.88,1.58,5920.0,0.58013,10.627,10.372,291.1623865,55.4730273,True,False,False,https://exoplanetarchive.ipac.caltech.edu/overview/WASP-48
K2-172 b,K2-172,,Confirmed,14.316941,1.66608079,,0.15959489,-0.09523043,0.14863802784505958,,0.014238126894044087,-0.008495904514952723,,3.4153862454567534,,,,0.010746006884816878,,,375.0,3.84,0.11280909972585343,,49.33574983992795,249.742,2018,2018.0,Transit,K2,0.934356,0.868889,5569.0,-0.20215,11.098,10.661,335.3081368,-12.5569819,True,False,True,https://exoplanetarchive.ipac.caltech.edu/overview/K2-172
K2-172 c,K2-172,,Confirmed,29.62682,3.20569097,,0.18890159,-0.13911768,0.2859930842018268,,0.016852700038871484,-0.012411269440049236,,10.375188998622406,,,,0.03264399526079442,,,1302.0,4.992,0.1831895387385136,,18.708917579636797,249.742,2018,2018.0,Transit,K2,0.934356,0.868889,5569.0,-0.20215,11.098,10.661,335.3081368,-12.5569819,True,False,True,https://exoplanetarchive.ipac.caltech.edu/overview/K2-172
K2-190 b,K2-190,,Confirmed,10.098858,1.35673729,,0.17627893,-0.1018145,0.12104020183165949,,0.015726579805194988,-0.009083296906646898,,2.4098843422742307,,,,0.00758234409596857,,,73.1,4.224,0.08843138122519024,,109.38988939670715,160.679,2018,2018.0,Transit,K2,0.904597,0.912206,5631.0,-0.06781,9.834,9.41,205.3630485,-13.1608686,True,False,True,https://exoplanetarchive.ipac.caltech.edu/overview/K2-190
HAT-P-5 b,HAT-P-5,,Confirmed,2.78849,13.56289,,1.1209,-1.1209,1.21000208007889,,0.10000017190734628,-0.10000017190734628,311.4734,,63.566,-63.566,0.9800049131455412,,0.2000010026827635,-0.2000010026827635,12000.0,2.9462464,0.04073,0.0,850.6754,303.336,2007,2007.0,Transit,HATNet,1.04,1.12,5960.0,0.187,10.844,10.481,274.4055335,36.6214617,True,False,False,https://exoplanetarchive.ipac.caltech.edu/overview/HAT-P-5
HAT-P-6 b,HAT-P-6,,Confirmed,3.85298,16.58932,,1.68135,-1.68135,1.480002544228725,,0.15000025786101942,-0.15000025786101942,419.5356,,95.349,-95.349,1.320006617706239,,0.30000150402414527,-0.30000150402414527,8700.0,3.5064,0.05239,0.0,1099.44,275.358,2007,2007.0,Transit,HATNet,1.79,1.62,6570.0,0.55267,9.558,9.313,354.7740917,42.4659866,True,False,False,https://exoplanetarchive.ipac.caltech.edu/overview/HAT-P-6
HD 218566 b,HD 218566,,Confirmed,225.7,,9.323939705150757,,,,0.8318276147460141,,,63.566,,19.0698,-19.0698,0.2000010026827635,,0.06000030080482905,-0.06000030080482905,,,0.69,0.3,0.7414,28.8274,2010,2010.0,Radial Velocity,W. M. Keck Observatory,0.76,0.85,4730.0,-0.45223,6.824,6.223,347.297417,-2.2611645,False,False,False,https://exoplanetarchive.ipac.caltech.edu/overview/HD 218566
HD 240237 b,HD 240237,,Confirmed,745.70001,,12.219515129976436,,,,1.0901539955589816,,,5050.3187,,1773.4914,-1773.4914,15.89007966314556,,5.580027974849102,-5.580027974849102,,,1.92,0.4,83.8296,933.377,2011,2011.0,Radial Velocity,McDonald Observatory,8.76,71.23,3926.0,2.49,5.105,4.319,348.9259334,58.0432233,False,False,False,https://exoplanetarchive.ipac.caltech.edu/overview/HD 240237
XO-1 b,XO-1,,Confirmed,3.94153,12.77826,,0.78463,-0.78463,1.1400019597437476,,0.0700001203351424,-0.0700001203351424,263.7989,,41.3179,-41.3179,0.8300041611334685,,0.13000065174379627,-0.13000065174379627,18000.0,2.9712,0.0488,0.0,321.85,163.553,2006,2006.0,Transit,XO,0.88,0.88,5750.0,-0.08628,9.939,9.527,240.5492745,28.1696248,True,False,False,https://exoplanetarchive.ipac.caltech.edu/overview/XO-1
XO-4 b,XO-4,,Confirmed,4.12508,14.01125,,0.89672,-0.89672,1.2500021488418285,,0.08000013752587702,-0.08000013752587702,451.3186,,60.3877,-60.3877,1.420007119047621,,0.19000095254862534,-0.19000095254862534,7800.0,4.454,0.05524,0.0,1112.27,272.655,2010,2010.0,Transit,Lowell Observatory,1.1,1.45,6397.0,0.53558,9.667,9.406,110.3880285,58.2681094,True,False,False,https://exoplanetarchive.ipac.caltech.edu/overview/XO-4
K2-191 b,K2-191,,Confirmed,2.858646,1.57889322,,0.26523273,-0.13201754,0.14085966047224865,,0.023662519935279475,-0.011777836287612599,,3.1175091844684837,,,,0.009808780838284948,,,308.0,2.232,0.038073318784610614,,311.70123979435675,287.188,2018,2018.0,Transit,K2,0.900994,0.839696,5176.0,-0.34502,11.608,11.077,201.6391407,-12.8066737,True,False,True,https://exoplanetarchive.ipac.caltech.edu/overview/K2-191
K2-200 b,K2-200,,Confirmed,2.849883,1.3643987,,0.143471,-0.10540256,0.1217237082256756,,0.01279964730459352,-0.009403402729480223,,2.4330341914704157,,,,0.007655181667173173,,,273.0,1.3416,0.037413272442011945,,266.1635663519333,184.131,2018,2018.0,Transit,K2,0.860208,0.791736,5233.0,-0.4288,10.877,10.375,202.251206,-4.6100532,True,False,True,https://exoplanetarchive.ipac.caltech.edu/overview/K2-200
HD 101930 b,HD 101930,,Confirmed,70.46,,10.6335788079952,,,,0.9486659905342442,,,79.4575,,6.3566,-6.3566,0.25000125335345436,,0.02000010026827635,-0.02000010026827635,,,0.3,0.11,5.4444,30.0274,2005,2005.0,Radial Velocity,La Silla Observatory,0.57,0.86,5108.0,-0.3098,6.645,6.147,175.875608,-58.0053798,False,False,False,https://exoplanetarchive.ipac.caltech.edu/overview/HD 101930
HD 2638 b,HD 2638,,Confirmed,3.4442,,14.337731928514684,,,,1.2791289656641234,,,133.4886,,9.5349,-9.5349,0.4200021056338033,,0.030000150402414525,-0.030000150402414525,,,0.04,0.0,292.3345,54.9621,2005,2005.0,Radial Velocity,La Silla Observatory,0.77,0.94,5186.0,-0.33,7.858,7.308,7.4990038,-5.76496,False,False,False,https://exoplanetarchive.ipac.caltech.edu/overview/HD 2638
HD 30562 b,HD 30562,,Confirmed,1157.0,,13.568803650355614,,,,1.2105296615332224,,,467.20775829,,143.02278315,-57.20911326,1.4700000018746848,,0.4500000005738831,-0.18000000022955323,,,2.34,0.76,0.5147,26.1597,2009,2009.0,Radial Velocity,Lick Observatory,1.12,1.61,5882.0,0.45,4.984,4.31,72.1529519,-5.6751152,False,False,False,https://exoplanetarchive.ipac.caltech.edu/overview/HD 30562
KELT-2 A b,KELT-2 A,,Confirmed,4.11379,15.13215,,0.89672,-0.89672,1.3500023207491747,,0.08000013752587702,-0.08000013752587702,540.311,,69.9226,-69.9226,1.7000085228034898,,0.22000110295103986,-0.22000110295103986,5200.0,5.172,0.05497,0.0,3108.45,134.058,2012,2012.0,Transit,KELT,1.54,1.93,6327.0,0.6889,7.669,7.346,92.6640226,30.9571333,True,False,False,https://exoplanetarchive.ipac.caltech.edu/overview/KELT-2 A
Pr0201 b,Pr0201,,Confirmed,4.4264,,14.18006101288586,,,,1.2650624845617315,,,171.6282,,38.1396,-38.1396,0.5400027072434614,,0.1200006016096581,-0.1200006016096581,,,0.06,0.0,487.9693,180.64,2012,2012.0,Radial Velocity,Fred Lawrence Whipple Observatory,1.24,1.15,6174.0,0.24469,9.463,9.142,130.4324005,20.2268164,False,False,False,https://exoplanetarchive.ipac.caltech.edu/overview/Pr0201
K2-173 b,K2-173,,Confirmed,5.868699,1.60826194,,0.15968465,-0.10547102,0.1434797666803838,,0.014246134758644325,-0.0094095103320931,,3.216598961657994,,,,0.010120552143597753,,,200.0,2.825,0.0610540886953166,,233.75477625383385,228.641,2018,2018.0,Transit,K2,0.881538,0.843154,5580.0,-0.05981,10.778,10.299,60.3752402,15.6251296,True,False,True,https://exoplanetarchive.ipac.caltech.edu/overview/K2-173
HD 102195 b,HD 102195,,Confirmed,4.11377,,14.230576050417058,,,,1.2695691421021238,,,130.3103,,6.3566,-6.3566,0.41000205549966523,,0.02000010026827635,-0.02000010026827635,,,0.05,0.0,185.2,29.3386,2006,2006.0,Radial Velocity,Kitt Peak National Observatory,0.76,0.82,5301.0,-0.33442,6.629,6.151,176.4254063,2.8209912,False,False,False,https://exoplanetarchive.ipac.caltech.edu/overview/HD 102195
HD 102117 b,HD 102117,,Confirmed,20.8133,,8.472804850696694,,,,0.7558943185003718,,,54.0311,,3.1783,-3.1783,0.17000085228034897,,0.010000050134138174,-0.010000050134138174,,,0.15,0.12,63.8539,39.5792,2005,2005.0,Radial Velocity,La Silla Observatory,1.06,1.23,5655.0,0.15737,6.224,5.833,176.2097267,-58.7040134,False,False,False,https://exoplanetarchive.ipac.caltech.edu/overview/HD 102117
HD 330075 b,HD 330075,,Confirmed,3.38773,,14.253739272866655,,,,1.2716356299483973,,,152.5584,,6.3566,-6.3566,0.4800024064386324,,0.02000010026827635,-0.02000010026827635,,,0.04,0.0,292.3345,45.2989,2004,2004.0,Radial Velocity,La Silla Observatory,0.47,0.84,5000.0,-0.33,7.725,7.171,237.4054997,-49.9639199,False,False,False,https://exoplanetarchive.ipac.caltech.edu/overview/HD 330075
HD 34445 b,HD 34445,,Confirmed,1049.0,,13.921807213095136,,,,1.2420225841470667,,,260.6206,,28.6047,-28.6047,0.8200041109993305,,0.09000045120724358,-0.09000045120724358,,,2.07,0.27,0.4691,46.0907,2009,2009.0,Radial Velocity,W. M. Keck Observatory,1.14,1.38,5879.0,0.3032,6.122,5.79,79.4207483,7.3527156,False,False,False,https://exoplanetarchive.ipac.caltech.edu/overview/HD 34445
HD 77338 b,HD 77338,,Confirmed,5.7361,,4.122141600403334,,,,0.3677534736968123,,,15.9,,4.7,-5.3,0.050026994661547676,,0.014787853767878873,-0.01667566488718256,,,0.06,0.09,152.7909,45.935,2012,2012.0,Radial Velocity,La Silla Observatory,1.37,0.97,5341.0,-0.2596,7.218,6.761,135.3022475,-25.5282343,False,False,False,https://exoplanetarchive.ipac.caltech.edu/overview/HD 77338
HAT-P-40 b,HAT-P-40,,Confirmed,4.45724,17.03768,,1.90553,-1.90553,1.5200026129916635,,0.17000029224248867,-0.17000029224248867,152.5584,,41.3179,-41.3179,0.4800024064386324,,0.13000065174379627,-0.13000065174379627,6500.0,6.1368,0.0608,0.0,1747.4151,464.469,2012,2012.0,Transit,HATNet,1.03,1.94,6080.0,0.778,10.367,10.009,335.5129199,45.4573423,True,False,False,https://exoplanetarchive.ipac.caltech.edu/overview/HAT-P-40
HD 215152 c,HD 215152,,Confirmed,7.28243,,,,,,,,,,,,,,,,,,,0.067393,0.0,66.105,21.5974,2018,2018.0,Radial Velocity,La Silla Observatory,0.77,0.73,4935.0,-0.52254,6.353,5.775,340.8380941,-6.4020685,False,False,False,https://exoplanetarchive.ipac.caltech.edu/overview/HD 215152
HD 215152 d,HD 215152,,Confirmed,10.86499,,,,,,,,,,,,,,,,,,,0.08799,0.0,38.779,21.5974,2018,2018.0,Radial Velocity,La Silla Observatory,0.77,0.73,4935.0,-0.52254,6.353,5.775,340.8380941,-6.4020685,False,False,False,https://exoplanetarchive.ipac.caltech.edu/overview/HD 215152
HD 103197 b,HD 103197,,Confirmed,47.84,,5.825612950394587,,,,0.5197272696093509,,,28.6047,,6.3566,-6.3566,0.09000045120724358,,0.02000010026827635,-0.02000010026827635,,,0.25,0.0,7.52,57.1463,2011,2011.0,Radial Velocity,La Silla Observatory,0.8,0.88,5250.0,-0.3279,7.916,7.426,178.2201971,-50.2927911,False,False,False,https://exoplanetarchive.ipac.caltech.edu/overview/HD 103197
HD 108874 b,HD 108874,,Confirmed,394.48123,,13.589476838399742,,,,1.2123740030072931,,,451.3186,,28.6047,-28.6047,1.420007119047621,,0.09000045120724358,-0.09000045120724358,,,1.04,0.13,0.923,59.5175,2002,2002.0,Radial Velocity,W. M. Keck Observatory,1.1,1.05,5600.0,-0.00072,7.479,7.06,187.6126029,22.8794399,False,False,False,https://exoplanetarchive.ipac.caltech.edu/overview/HD 108874
HD 40979 b,HD 40979,,Confirmed,264.14999,,12.895954203601743,,,,1.1505019513510921,,,1484.2661,,108.0622,-108.0622,4.670023412642528,,0.34000170456069795,-0.34000170456069795,,,0.85,0.25,2.7022,34.0883,2002,2002.0,Radial Velocity,Multiple Observatories,1.45,1.21,6165.0,0.29056,5.742,5.452,91.1253346,44.2597855,False,False,False,https://exoplanetarchive.ipac.caltech.edu/overview/HD 40979
HD 4203 b,HD 4203,,Confirmed,431.88,,13.322263244663045,,,,1.1885347619423903,,,708.7609,,66.7443,-66.7443,2.230011179912813,,0.21000105281690165,-0.21000105281690165,,,1.17,0.52,1.4338,81.3795,2001,2001.0,Radial Velocity,W. M. Keck Observatory,1.25,1.42,5596.0,0.29285,7.389,7.047,11.1722288,20.4483925,False,False,False,https://exoplanetarchive.ipac.caltech.edu/overview/HD 4203
WASP-49 b,WASP-49,,Confirmed,2.78174,12.44199,,1.23299,-1.23299,1.1100019081715438,,0.1100001890980809,-0.1100001890980809,117.5971,,25.4264,-25.4264,0.37000185496311244,,0.0800004010731054,-0.0800004010731054,14000.0,2.14,0.0379,0.0,615.4709,194.553,2012,2012.0,Transit,SuperWASP,0.92,0.97,5600.0,-0.05339,10.146,9.749,91.0897193,-16.9653901,True,False,False,https://exoplanetarchive.ipac.caltech.edu/overview/WASP-49
UKIRT-2017-BLG-001L b,UKIRT-2017-BLG-001L,,Confirmed,,,13.651420553684652,,,,1.2179002606369396,,,407.0,,120.0,-140.0,1.2805652092610003,,0.3775622238607372,-0.44048926117086007,,,4.18,,,6300.0,2018,2018.0,Microlensing,Mauna Kea Observatory,0.81,,,,,17.7,266.654083,-29.2113609,False,False,False,https://exoplanetarchive.ipac.caltech.edu/overview/UKIRT-2017-BLG-001L
HD 121504 b,HD 121504,,Confirmed,63.33,,13.55278158204734,,,,1.2091002658822825,,,479.9233,,41.3179,-41.3179,1.5100075702548643,,0.13000065174379627,-0.13000065174379627,,,0.33,0.03,14.2224,41.6592,2003,2003.0,Radial Velocity,La Silla Observatory,1.62,1.07,6027.0,0.19,6.557,6.124,209.3199062,-56.0404085,False,False,False,https://exoplanetarchive.ipac.caltech.edu/overview/HD 121504
HD 47186 b,HD 47186,,Confirmed,4.0845,,5.0240682968605626,,,,0.44821812236622777,,,22.2481,,0.0,0.0,0.07000035093896723,,0.0,0.0,,,0.05,0.04,441.6068,37.4574,2008,2008.0,Radial Velocity,La Silla Observatory,0.96,1.08,5657.0,0.04298,6.416,6.005,99.0367212,-27.6234285,False,False,False,https://exoplanetarchive.ipac.caltech.edu/overview/HD 47186
WASP-66 b,WASP-66,,Confirmed,4.08605,15.6926,,3.13852,-3.13852,1.400002406702848,,0.2800004813405696,-0.2800004813405696,746.9005,,311.4734,-311.4734,2.350011781522471,,0.9800049131455412,-0.9800049131455412,6700.0,4.5024,0.0546,0.0,1434.7739,500.258,2012,2012.0,Transit,SuperWASP,1.33,1.76,6600.0,0.63724,10.719,10.452,158.2250301,-34.9899074,True,False,False,https://exoplanetarchive.ipac.caltech.edu/overview/WASP-66
WASP-67 b,WASP-67,,Confirmed,4.61442,12.89035,,1.23299,-1.23299,1.1500019769344823,,0.1100001890980809,-0.1100001890980809,136.6669,,28.6047,-28.6047,0.43000215576794154,,0.09000045120724358,-0.09000045120724358,18000.0,1.896,0.05179,0.0,188.1062,189.469,2012,2012.0,Transit,SuperWASP,0.91,0.88,5200.0,-0.29441,10.608,10.129,295.7438485,-19.9497314,True,False,False,https://exoplanetarchive.ipac.caltech.edu/overview/WASP-67
K2-197 b,K2-197,,Confirmed,8.357881,2.56,,0.16,-0.16,0.22838829519386786,,0.014274268449616741,-0.014274268449616741,,7.0819481449223,,,,0.02228230075719405,,,550.0,3.4704,0.0806,,118.4501,247.637,2018,2018.0,Transit,K2,1.0,0.93,5667.0,-0.11379,10.881,10.479,202.3934779,-7.3739779,True,False,True,https://exoplanetarchive.ipac.caltech.edu/overview/K2-197
HD 185269 b,HD 185269,,Confirmed,6.83776,,13.79473253789864,,,,1.230685721478925,,,321.0083,,4.44962,-4.44962,1.0100050635479558,,0.014000070187793446,-0.014000070187793446,,,0.077,0.229,832.9821,51.9917,2006,2006.0,Radial Velocity,Lick Observatory,1.3,2.0,5923.0,0.69362,5.518,5.26,294.2987668,28.499514,False,False,False,https://exoplanetarchive.ipac.caltech.edu/overview/HD 185269
HD 181342 b,HD 181342,,Confirmed,564.1,,13.246182717567757,,,,1.1817473002702248,,,807.2882,,60.3877,-60.3877,2.5400127340710963,,0.19000095254862534,-0.19000095254862534,,,1.592,0.022,5.836,120.391,2009,2009.0,Radial Velocity,W. M. Keck Observatory,1.69,4.71,4945.0,1.17,5.853,5.251,290.2674078,-23.6196996,False,False,False,https://exoplanetarchive.ipac.caltech.edu/overview/HD 181342
K2-240 b,K2-240,,Confirmed,6.034,2.0,,0.2,-0.1,0.17842835562020926,,0.017842835562020928,-0.008921417781010464,,4.657280767574196,,,,0.014653444031242954,,,1310.0,2.1528,0.0513,,20.1392,72.9105,2018,2018.0,Transit,K2,0.58,0.54,3810.0,-1.27572,10.394,9.56,227.849371,-17.8754464,True,False,True,https://exoplanetarchive.ipac.caltech.edu/overview/K2-240
CoRoT-20 c,CoRoT-20,,Confirmed,1675.0,,12.183264485952582,,,,1.0869199241573066,,,5403.11,,317.83,-317.83,17.000085228034898,,1.0000050134138174,-1.0000050134138174,,,2.9,0.6,0.1759,844.061,2018,2018.0,Radial Velocity,Multiple Observatories,1.14,1.02,5880.0,0.17,12.991,12.513,97.7204249,0.2268931,False,False,False,https://exoplanetarchive.ipac.caltech.edu/overview/CoRoT-20
HD 89345 b,HD 89345,,Confirmed,11.8143,7.39794,,0.313852,-0.33627,0.6600011345884854,,0.02800004813405696,-0.030000051572203885,34.9613,,5.40311,-5.72094,0.11000055147551993,,0.017000085228034898,-0.018000090241448715,1509.0,5.7336,0.1066,0.22,275.6427,132.345,2018,2018.0,Transit,K2,1.157,1.747,5576.0,0.42488,8.091,7.721,154.6710977,10.1288464,True,False,True,https://exoplanetarchive.ipac.caltech.edu/overview/HD 89345
WASP-158 b,WASP-158,,Confirmed,3.656333,11.99363,,1.68135,-1.68135,1.070001839408605,,0.15000025786101942,-0.15000025786101942,886.7457,,73.1009,-73.1009,2.790013987424551,,0.23000115308517802,-0.23000115308517802,6300.0,3.576,0.0517,0.0,903.013,524.993,2018,2018.0,Transit,SuperWASP-South,1.38,1.39,6350.0,0.48338,11.178,10.881,4.1463468,-10.9764226,True,False,False,https://exoplanetarchive.ipac.caltech.edu/overview/WASP-158
HD 200964 b,HD 200964,,Confirmed,606.3,,13.518673915251632,,,,1.2060573784320825,,,508.21017,,21.29461,-21.29461,1.5990080164486942,,0.06700033589872577,-0.06700033589872577,,,1.565,0.087,4.7312,72.5922,2010,2010.0,Radial Velocity,Lick Observatory,1.39,4.92,4982.0,1.064,4.802,4.286,316.6664183,3.8033357,False,False,False,https://exoplanetarchive.ipac.caltech.edu/overview/HD 200964
K2-238 b,K2-238,,Confirmed,3.20466,14.5717,,1.68135,-1.56926,1.3000022347955016,,0.15000025786101942,-0.1400002406702848,273.3338,,41.3179,-38.1396,0.8600043115358831,,0.13000065174379627,-0.1200006016096581,7448.0,3.331,0.046,0.0,1082.6407,537.963,2018,2018.0,Transit,K2,1.19,1.59,5630.0,0.36,12.464,12.032,347.7043164,-7.8575592,True,False,True,https://exoplanetarchive.ipac.caltech.edu/overview/K2-238
WASP-162 b,WASP-162,,Confirmed,9.62468,11.209,,0.56045,-0.56045,1.0000017190734627,,0.05000008595367314,-0.05000008595367314,1652.716,,63.566,-63.566,5.200026069751851,,0.2000010026827635,-0.2000010026827635,8700.0,4.2576,0.0871,0.434,121.918,310.841,2018,2018.0,Transit,SuperWASP-South,0.95,1.11,5300.0,0.05436,10.89,10.466,168.2929079,-17.6577794,True,False,False,https://exoplanetarchive.ipac.caltech.edu/overview/WASP-162
WASP-168 b,WASP-168,,Confirmed,4.153658,16.8135,,5.6045,-3.3627,1.5000025786101943,,0.5000008595367313,-0.30000051572203884,133.4886,,12.7132,-12.7132,0.4200021056338033,,0.0400002005365527,-0.0400002005365527,11900.0,1.9128,0.0519,0.0,278.886,303.941,2018,2018.0,Transit,SuperWASP-South,1.08,1.12,6000.0,0.15518,10.778,10.443,96.7446427,-46.8213635,True,False,False,https://exoplanetarchive.ipac.caltech.edu/overview/WASP-168
HD 28678 b,HD 28678,,Confirmed,380.2,,13.540282096815647,,,,1.2079851345842874,,,490.09386,,23.20159,-23.20159,1.5420077306841067,,0.07300036597920867,-0.07300036597920867,,,1.18,0.149,16.4464,189.908,2011,2011.0,Radial Velocity,W. M. Keck Observatory,1.53,6.48,4972.0,1.35984,6.447,5.775,67.8560643,4.5752495,False,False,False,https://exoplanetarchive.ipac.caltech.edu/overview/HD 28678
HD 30856 b,HD 30856,,Confirmed,847.0,,13.538353542256472,,,,1.2078130801749287,,,491.68301,,28.92253,-28.92253,1.5470077557511757,,0.09100045622065739,-0.09100045622065739,,,1.85,0.061,2.8926,131.199,2011,2011.0,Radial Velocity,W. M. Keck Observatory,1.17,4.4,4895.0,0.99564,6.255,5.657,72.5745099,-24.3689282,False,False,False,https://exoplanetarchive.ipac.caltech.edu/overview/HD 30856
OGLE-2014-BLG-1722L c,OGLE-2014-BLG-1722L,,Confirmed,,,10.964410699422213,,,,0.978180885721267,,,83.7,,86.4,-51.2,0.2633496511428642,,0.2718448011797308,-0.16109321551391453,,,1.7,,,6400.0,2018,2018.0,Microlensing,OGLE,0.4,,,,,,268.75238,-31.4690552,False,False,False,https://exoplanetarchive.ipac.caltech.edu/overview/OGLE-2014-BLG-1722L
K2-244 b,K2-244,,Confirmed,21.06884,1.75,,0.13,-0.1,0.1561248111676831,,0.011597843115313602,-0.008921417781010464,,3.7125653450218676,,,,0.011681036899123011,,,300.0,3.9,0.1418,,37.9007,212.902,2018,2018.0,Transit,K2,0.86,0.92,5677.0,-0.118,10.555,10.163,183.4686492,-3.8318097,True,False,True,https://exoplanetarchive.ipac.caltech.edu/overview/K2-244
K2-266 b,K2-266,,Confirmed,0.658524,3.3,,1.8,-1.3,0.29440678677334525,,0.16058552005818832,-0.11597843115313602,11.26782377,,11.3711983,-11.3711983,0.03545253833893396,,0.035777790984245286,-0.035777790984245286,1800.0,0.33336,0.01306,,879.5,77.5586,2018,2018.0,Transit,K2,0.686,0.703,4285.0,-0.82333,9.611,8.897,157.9356855,0.9372782,True,False,True,https://exoplanetarchive.ipac.caltech.edu/overview/K2-266
K2-266 c,K2-266,,Confirmed,7.814,0.705,,0.096,-0.085,0.06289599535612377,,0.008564561069770044,-0.007583205113858894,0.29013072,,0.17007663,-0.17007663,0.0009128533321126405,,0.0005351209220794981,-0.0005351209220794981,85.0,2.256,0.0679,0.042,32.4,77.5586,2018,2018.0,Transit,K2,0.686,0.703,4285.0,-0.82333,9.611,8.897,157.9356855,0.9372782,True,False,True,https://exoplanetarchive.ipac.caltech.edu/overview/K2-266
WASP-173 A b,WASP-173 A,,Confirmed,1.38665318,13.4508,,0.67254,-0.67254,1.2000020628881554,,0.06000010314440777,-0.06000010314440777,1172.7927,,57.2094,-57.2094,3.6900184994969862,,0.18000090241448716,-0.18000090241448716,12300.0,2.2968,0.0248,0.0,1920.0,232.98,2018,2018.0,Transit,SuperWASP-South,1.05,1.11,5800.0,0.08279,10.374,10.002,354.1686959,-34.6113042,True,False,False,https://exoplanetarchive.ipac.caltech.edu/overview/WASP-173 A
OGLE-2011-BLG-0173L b,OGLE-2011-BLG-0173L,,Confirmed,,,9.012205507276681,,,,0.8040165045873859,,,60.0,,57.0,-35.0,0.1887811119303686,,0.17934205633385017,-0.11012231529271502,,,8.0,,,6100.0,2018,2018.0,Microlensing,OGLE,0.41,,,,,,269.315735,-28.2338619,False,False,False,https://exoplanetarchive.ipac.caltech.edu/overview/OGLE-2011-BLG-0173L
HD 5319 b,HD 5319,,Confirmed,637.1,,13.534898486565654,,,,1.2075048402221842,,,494.54348,,13.34886,-13.34886,1.5560078008719,,0.04200021056338033,-0.04200021056338033,,,1.57,0.092,3.2825,121.405,2007,2007.0,Radial Velocity,W. M. Keck Observatory,1.27,4.06,4871.0,0.908,6.348,5.699,13.7558096,0.7893425,False,False,False,https://exoplanetarchive.ipac.caltech.edu/overview/HD 5319
K2-159 b,K2-159,,Confirmed,12.42205,2.26,,0.17,-0.11,0.20162404185083643,,0.015166410227717787,-0.009813559559111508,,5.731240370727802,,,,0.01803249883210354,,,650.0,3.3,0.1013,,49.2934,170.998,2018,2018.0,Transit,K2,0.9,0.83,5425.0,-0.29599,10.462,9.978,180.5408896,-3.5809053,True,False,True,https://exoplanetarchive.ipac.caltech.edu/overview/K2-159
K2-266 e,K2-266,,Confirmed,19.482,2.73,,0.14,-0.11,0.24355470542158564,,0.012489984893414649,-0.009813559559111508,14.3,,6.4,-5.0,0.04499283167673785,,0.020136651939239317,-0.015731759327530716,1270.0,3.6648,0.1249,0.043,9.581,77.5586,2018,2018.0,Transit,K2,0.686,0.703,4285.0,-0.82333,9.611,8.897,157.9356855,0.9372782,True,False,True,https://exoplanetarchive.ipac.caltech.edu/overview/K2-266
K2-266 d,K2-266,,Confirmed,14.697,2.93,,0.14,-0.12,0.26139754098360657,,0.012489984893414649,-0.010705701337212555,8.9,,5.7,-3.8,0.028002531603004675,,0.017934205633385016,-0.011956137088923343,1465.0,3.408,0.1035,0.047,13.95,77.5586,2018,2018.0,Transit,K2,0.686,0.703,4285.0,-0.82333,9.611,8.897,157.9356855,0.9372782,True,False,True,https://exoplanetarchive.ipac.caltech.edu/overview/K2-266
WASP-147 b,WASP-147,,Confirmed,4.60273,12.498035,,1.56926,-1.042437,1.115001916766911,,0.1400002406702848,-0.09300015987383205,87.40325,,8.89924,-8.58141,0.2750013786887998,,0.02800014037558689,-0.02700013536217307,6400.0,4.3944,0.0549,0.0,639.4923,436.098,2018,2018.0,Transit,SuperWASP-South,1.044,1.429,5702.0,0.28685,11.174,10.857,359.1915117,-22.1532316,True,False,False,https://exoplanetarchive.ipac.caltech.edu/overview/WASP-147
WASP-160 B b,WASP-160 B,,Confirmed,3.7684952,12.21781,,0.526823,-0.459569,1.0900018737900745,,0.04700008079645276,-0.04100007048201197,88.35674,,13.98452,-14.30235,0.27800139372904126,,0.044000220590207965,-0.04500022560362179,16630.0,2.84424,0.0452,0.0,210.575,288.326,2018,2018.0,Transit,SuperWASP-South,0.87,0.868,5298.0,-0.31796,11.591,11.055,87.679561,-27.6233218,True,False,False,https://exoplanetarchive.ipac.caltech.edu/overview/WASP-160 B
HD 95089 c,HD 95089,,Confirmed,1785.0,,13.06891052890736,,,,1.1659321077102898,,,1096.5135,,44.4962,-44.4962,3.4500172962776703,,0.14000070187793445,-0.14000070187793445,,,3.33,0.284,1.2174,136.957,2016,2016.0,Radial Velocity,W. M. Keck Observatory,1.54,5.08,4918.0,1.13033,6.24,5.626,164.698748,1.7290087,False,False,False,https://exoplanetarchive.ipac.caltech.edu/overview/HD 95089
