name,hostname,IC,disposition,period,rade,rade_est,rade_err1,rade_err2,radj,radj_est,radj_err1,radj_err2,masse,masse_est,masse_err1,masse_err2,massj,massj_est,massj_err1,massj_err2,tran_depth_ppm,tran_dur_hr,semi_au,eccen,insol,distance_pc,year_discovered,year_confirmed,discoverymethod,facility,st_mass,st_rad,st_teff,st_log_lum,Jmag,Kmag,ra,dec,flag_tran,flag_kepler,flag_k2,url
TOI-5295.01,TIC 4619242,4619242.0,Candidate,4.3023572,10.33208513310345,,0.485824901737931,-0.485824901737931,0.9217684802138296,,0.04334246916822439,-0.04334246916822439,,75.67056106701189,,,,0.23808621097708937,,,30080.0,1.579,0.04302899362165795,,24.95200492775132,140.9938,2022,,Transit,TESS,0.574184,0.583228,3504.0,-1.3353721749662566,11.528,10.727,349.28891666666664,-9.435691666666667,True,False,False,https://exofop.ipac.caltech.edu/tess/target.php?id=4619242
TOI-5297.01,TIC 422423972,422423972.0,Candidate,3.3014986,11.709044329411764,,0.7734134013071895,-0.7734134013071895,1.0446127627905386,,0.06899944070493741,-0.06899944070493741,,13320.253662629158,,,,41.91020496042829,,,5640.0,2.106,0.046618091535678974,,1533.7553350528021,670.528,2022,,Transit,TESS,1.24,1.52672,6311.95,0.5228650669602295,11.624,11.362,339.8022083333333,1.6882583333333334,True,False,False,https://exofop.ipac.caltech.edu/tess/target.php?id=422423972
TOI-5298.01,TIC 313835568,313835568.0,Candidate,2.6831464,12.647711399029125,,,,1.1283551736438715,,,,,2308.6858345742767,,,,7.263937982480383,,,14010.0,1.952,0.036753500251968114,,573.393183921006,553.486,2022,,Transit,TESS,0.92,1.02517,5348.0,-0.11095006231948781,12.639,12.182,331.0514583333333,-2.3971,True,False,False,https://exofop.ipac.caltech.edu/tess/target.php?id=313835568
TOI-5299.01,TIC 407997410,407997410.0,Candidate,2.5792489,19.3063477412844,,7.657326535229356,-7.657326535229356,1.7223999402546586,,0.6831420910639843,-0.6831420910639843,,49468.04785244547,,,,155.64388464348895,,,7090.0,0.528,0.03618344288896229,,726.4120266985749,407.758,2022,,Transit,TESS,0.95,1.09306,5452.0,-0.02179719807103218,11.7,11.227,359.7134583333333,-4.961133333333334,True,False,False,https://exofop.ipac.caltech.edu/tess/target.php?id=407997410
TOI-5302.01,TIC 337025682,337025682.0,Candidate,4.2417694,11.60075988802469,,,,1.034952255382564,,,,,16451.947726102946,,,,51.76361641923356,,,18430.0,1.832,0.04700399757403339,,141.56981293420938,313.459,2022,,Transit,TESS,0.77,0.810731,4794.0,-0.5047597514383106,12.163,11.541,32.24920833333333,8.0572,True,False,False,https://exofop.ipac.caltech.edu/tess/target.php?id=337025682
TOI-5303.01,TIC 58798731,58798731.0,Candidate,9.809558,12.909704116546765,,,,1.1517286385294427,,,,,1448.7499742207876,,,,4.558277184041552,,,7631.0,1.924,0.09837787866068472,,317.75247490506484,955.654,2022,,Transit,TESS,1.32,1.39138,6480.0,0.48788384897827874,12.574,12.315,9.607249999999999,17.192788888888888,True,False,False,https://exofop.ipac.caltech.edu/tess/target.php?id=58798731
TOI-5304.01,TIC 293407882,293407882.0,Candidate,3.7079439,8.040851041011235,,,,0.7173579145173412,,,,,49.43802912233391,,,,0.15554943515600234,,,7740.0,2.259,0.045266417352678674,,264.88923489048653,472.687,2022,,Transit,TESS,0.9,0.88545,5265.0,-0.2653834445572563,12.583,12.153,12.07275,6.918222222222223,True,False,False,https://exofop.ipac.caltech.edu/tess/target.php?id=293407882
TOI-5305.01,TIC 408743161,408743161.0,Candidate,4.4632038,11.612983751824817,,0.6367867626277371,-0.6367867626277371,1.0360427973411552,,0.056810407468191826,-0.056810407468191826,,16062.839099243458,,,,50.53934376522967,,,7210.0,3.659,0.05443090821556878,,702.2752953380173,566.267,2022,,Transit,TESS,1.08,1.3706,5921.35,0.3181985527945765,11.794,11.393,36.58179166666667,15.890419444444444,True,False,False,https://exofop.ipac.caltech.edu/tess/target.php?id=408743161
TOI-5306.01,TIC 387401076,387401076.0,Candidate,5.3331348,10.0196,,0.689866,-0.689866,0.8938903759861244,,0.06154582798914564,-0.06154582798914564,,71.82613305580713,,,,0.22599028773223123,,,5670.0,2.805,,,203.229,655.851,2022,,Transit,TESS,,1.31,6254.0,0.37386880925335997,11.848,11.529,41.50729166666666,6.461627777777778,True,False,False,https://exofop.ipac.caltech.edu/tess/target.php?id=387401076
TOI-5307.01,TIC 369477998,369477998.0,Candidate,5.2976347,4.025798823096774,,0.4553327962645161,-0.4553327962645161,0.3591583320314655,,0.040622141048714686,-0.040622141048714686,,15.274231527793013,,,,0.048058106861644294,,,3920.0,1.711,0.05098487655680166,,35.52382184168713,105.824,2022,,Transit,TESS,0.63,0.623058,4031.0,-1.034597572393686,10.9,10.11,15.886541666666664,9.913916666666667,True,False,False,https://exofop.ipac.caltech.edu/tess/target.php?id=369477998
TOI-5309.01,TIC 52052461,52052461.0,Candidate,6.4666483,8.040866088514852,,,,0.7173592569680045,,,,,49.43818619787969,,,,0.1555499293709388,,,6916.0,3.284,0.06677807258188755,,181.37063439512576,500.708,2022,,Transit,TESS,0.95,1.01207,5441.0,-0.09216526824802591,12.344,11.871,4.463749999999999,14.498766666666667,True,False,False,https://exofop.ipac.caltech.edu/tess/target.php?id=52052461
TOI-5311.01,TIC 306401382,306401382.0,Candidate,39.0536929,13.48057296,,0.8206470966857142,-0.8206470966857142,1.2026582330355284,,0.07321335600306544,-0.07321335600306544,,541.8774867084395,,,,1.704937241180879,,,32970.0,2.239,0.19632047308788422,,2.3550896197132087,243.32,2022,,Transit,TESS,0.66184,0.69768,3793.0,-1.0420613778672356,12.367,11.481,32.333416666666665,21.451855555555554,True,False,False,https://exofop.ipac.caltech.edu/tess/target.php?id=306401382
TOI-5312.01,TIC 399724238,399724238.0,Candidate,46.1965072,8.29569253389011,,0.580761964612088,-0.580761964612088,0.7400933887764297,,0.051812201176248504,-0.051812201176248504,,52.12754992015169,,,,0.16401161393553387,,,8460.0,3.718,0.24682466830612826,,10.29359523259933,321.637,2022,,Transit,TESS,0.94,0.905539,5397.7,-0.20265578906468823,11.606,11.135,21.075666666666663,4.531541666666667,True,False,False,https://exofop.ipac.caltech.edu/tess/target.php?id=399724238
TOI-5313.01,TIC 347469901,347469901.0,Candidate,3.2571037,13.189168846153846,,,,1.1766608546082618,,,,,890.4384547536259,,,,2.801632693232478,,,15420.0,2.5,0.04227355544212338,,477.0449261339086,596.925,2022,,Transit,TESS,0.95,1.03836,5442.85,-0.06930316704790522,12.696,12.225,28.721583333333328,8.857655555555555,True,False,False,https://exofop.ipac.caltech.edu/tess/target.php?id=347469901
TOI-5314.01,TIC 302202317,302202317.0,Candidate,2.5351022,12.619037914285714,,,,1.1257970922775375,,,,,2430.9003402556705,,,,7.648467820422947,,,13917.0,2.251,0.038231631198067696,,976.3050022831327,641.876,2022,,Transit,TESS,1.16,1.05465,6143.0,0.15443117071758009,12.484,12.195,9.339875,13.859072222222222,True,False,False,https://exofop.ipac.caltech.edu/tess/target.php?id=302202317
TOI-5315.01,TIC 126982221,126982221.0,Candidate,2.4704071,17.06169943372093,,0.8336795333837209,-0.8336795333837209,1.5221454870225404,,0.07437603412794033,-0.07437603412794033,,42992.872866435784,,,,135.27070574677867,,,41450.0,0.948,0.026825454525257864,,28.21623474559716,,2022,,Transit,TESS,0.421973,0.427345,3333.0,-1.6924067616005845,12.975,12.277,24.299749999999996,16.01872222222222,True,False,False,https://exofop.ipac.caltech.edu/tess/target.php?id=126982221
TOI-5316.01,TIC 309439436,309439436.0,Candidate,0.9997277,10.899742963975154,,,,0.9724116068725162,,,,,82.86359352703558,,,,0.26071802207633116,,,4890.0,1.574,0.019950921309881485,,6846.43666149753,793.998,2022,,Transit,TESS,1.06,1.60719,5849.8,0.4353905060985347,12.283,11.859,91.80233333333331,35.95804444444445,True,False,False,https://exofop.ipac.caltech.edu/tess/target.php?id=309439436
TOI-5317.01,TIC 408824640,408824640.0,Candidate,8.662046,11.189042244274809,,0.6600946722137404,-0.6600946722137404,0.9982212043055049,,0.05888980345837937,-0.05888980345837937,,37401.440468369714,,,,117.67809199027201,,,7070.0,3.278,0.08520879083976286,,272.7352394656435,578.773,2022,,Transit,TESS,1.1,1.31045,5981.28,0.2967100606531445,11.825,11.475,39.065,13.504227777777778,True,False,False,https://exofop.ipac.caltech.edu/tess/target.php?id=408824640
TOI-5318.01,TIC 435871546,435871546.0,Candidate,4.9583217,16.38252785882353,,1.086868191372549,-1.086868191372549,1.461553753376075,,0.09696405208125743,-0.09696405208125743,,41055.58151489955,,,,129.17530548884375,,,5121.0,5.223,0.05765550279710137,,1995.9961320834211,916.994,2022,,Transit,TESS,1.04,2.55016,5801.0,0.8218412230573329,11.515,11.149,12.518875,18.985772222222224,True,False,False,https://exofop.ipac.caltech.edu/tess/target.php?id=435871546
TOI-5320.01,TIC 257562160,257562160.0,Candidate,0.3852177,6.017665019921259,,0.9445079171496062,-0.9445079171496062,0.5368610370889021,,0.08426349726363654,-0.08426349726363654,,30.224084550314625,,,,0.09509560480809783,,,1260.0,0.319,0.010077201639209311,,11494.460973626732,275.255,2022,,Transit,TESS,0.92,1.27471,5313.89,0.06716850736332082,10.677,10.194,22.64408333333333,17.254697222222223,True,False,False,https://exofop.ipac.caltech.edu/tess/target.php?id=257562160
TOI-5323.01,TIC 272146465,272146465.0,Candidate,5.8049376,20.55156482142857,,2.0891700390756305,-2.0891700390756305,1.8334909582548196,,0.18638358734163651,-0.18638358734163651,,53105.082747098335,,,,167.08727616919094,,,7130.0,4.055,0.0652532953899742,,1529.4018647005746,967.25,2022,,Transit,TESS,1.1,2.37885,5978.25,0.8137265135432178,11.662,11.336,9.206624999999999,2.1307444444444443,True,False,False,https://exofop.ipac.caltech.edu/tess/target.php?id=272146465
TOI-5324.01,TIC 408643099,408643099.0,Candidate,5.0269053,10.489556681333335,,,,0.9358171749176432,,,,,77.6390162459948,,,,0.2442796636016475,,,18460.0,2.676,0.05240968106970126,,93.02396581952553,281.555,2022,,Transit,TESS,0.76,0.75019,4738.0,-0.5925821157163988,12.192,11.53,35.91116666666666,15.482955555555556,True,False,False,https://exofop.ipac.caltech.edu/tess/target.php?id=408643099
TOI-5325.01,TIC 270406298,270406298.0,Candidate,15.057596,7.227361713913044,,0.49442730300000004,-0.49442730300000004,0.6447831330429808,,0.04410992532401248,-0.04410992532401248,,41.249207018542286,,,,0.1297845194534396,,,5380.0,1.385,0.12281529150608404,,63.84551873432736,339.049,2022,,Transit,TESS,1.09,0.92412,5948.0,-0.016364693353717662,11.417,10.98,32.91266666666666,4.192319444444444,True,False,False,https://exofop.ipac.caltech.edu/tess/target.php?id=270406298
TOI-5326.01,TIC 257922326,257922326.0,Candidate,3.133469,9.095151257142858,,,,0.8114164414645395,,,,,60.94056771825598,,,,0.19174046892533814,,,3000.0,2.26,,,615.127,455.36,2022,,Transit,TESS,,1.60712,6312.87,0.5676987060564422,11.13,10.839,26.453666666666663,10.2534,True,False,False,https://exofop.ipac.caltech.edu/tess/target.php?id=257922326
TOI-5327.01,TIC 303502327,303502327.0,Candidate,4.6671176,11.470896714835163,,0.6583602372417582,-0.6583602372417582,1.0233666191586492,,0.05873506726838889,-0.05873506726838889,,21248.707332723938,,,,66.85590995591002,,,14940.0,2.378,0.05338808179498476,,221.18541135197896,235.121,2022,,Transit,TESS,0.932,0.914945,5377.0,-0.20035488668747284,11.458,10.758,51.02924999999999,12.435963888888889,True,False,False,https://exofop.ipac.caltech.edu/tess/target.php?id=303502327
TOI-5328.01,TIC 58372253,58372253.0,Candidate,5.4886518,17.61205965511811,,0.8428071667244094,-0.8428071667244094,1.571245421673877,,0.07519034843178195,-0.07519034843178195,,44570.41786786911,,,,140.23421740495832,,,4580.0,6.921,0.06379934946009339,,1996.0259055665404,410.855,2022,,Transit,TESS,1.15,2.53556,6119.83,0.909798674296411,10.047,9.432,65.29337499999998,27.167919444444447,True,False,False,https://exofop.ipac.caltech.edu/tess/target.php?id=58372253
TOI-5329.01,TIC 61145589,61145589.0,Candidate,3.7796053,11.240949796694215,,3.219187857024793,-3.219187857024793,1.0028520939167371,,0.28719719788073955,-0.28719719788073955,,33666.995336792395,,,,105.92821358390337,,,4080.0,0.695,0.04856969866400817,,676.8571690820709,572.23,2022,,Transit,TESS,1.07,1.21267,5892.0,0.2032278512648033,12.158,11.713,56.65454166666666,22.87282777777778,True,False,False,https://exofop.ipac.caltech.edu/tess/target.php?id=61145589
TOI-5330.01,TIC 436843539,436843539.0,Candidate,4.6303272,12.989430855072467,,0.7618986330072465,-0.7618986330072465,1.1588413939564945,,0.06797216011838414,-0.06797216011838414,,1259.5763276467944,,,,3.9630703282388686,,,9270.0,3.94,0.06110973765274002,,920.3020905316395,667.058,2022,,Transit,TESS,1.42,1.37545,6701.04,0.5361512471088505,11.826,11.524,40.451166666666666,24.102319444444447,True,False,False,https://exofop.ipac.caltech.edu/tess/target.php?id=436843539
TOI-5331.01,TIC 387544178,387544178.0,Candidate,22.7545332,11.758761987526881,,0.7237799835440859,-0.7237799835440859,1.0490482827819225,,0.06457143614729667,-0.06457143614729667,,12097.368616859307,,,,38.06257831537075,,,14960.0,3.262,0.15636175902192162,,30.730750120566018,322.87,2022,,Transit,TESS,0.985,0.927473,5580.0,-0.12416574379148997,11.621,11.144,44.24508333333333,7.859330555555555,True,False,False,https://exofop.ipac.caltech.edu/tess/target.php?id=387544178
TOI-5332.01,TIC 387515920,387515920.0,Candidate,3.9544873,9.303549136518518,,0.6560429875333332,-0.6560429875333332,0.8300084869304084,,0.058528335740871046,-0.058528335740871046,,63.33016519381304,,,,0.19925898340036588,,,4630.0,1.716,0.050672729690536426,,831.7496287976118,609.385,2022,,Transit,TESS,1.11,1.35131,6002.52,0.3295412156013331,11.859,11.42,43.248208333333324,8.854980555555555,True,False,False,https://exofop.ipac.caltech.edu/tess/target.php?id=387515920
TOI-5333.01,TIC 96948338,96948338.0,Candidate,11.4420309,4.132240296896551,,0.3640390050344828,-0.3640390050344828,0.3686544206014085,,0.03247744052495992,-0.03247744052495992,,15.96619043060878,,,,0.05023525304637227,,,2290.0,5.092,0.09263396796545872,,46.78221842920591,208.746,2022,,Transit,TESS,0.81,0.867795,4932.0,-0.39637865283301016,11.071,10.51,74.45795833333332,31.318666666666665,True,False,False,https://exofop.ipac.caltech.edu/tess/target.php?id=96948338
TOI-5334.01,TIC 247409676,247409676.0,Candidate,3.6136326,12.297401819858159,,0.8415248379432625,-0.8415248379432625,1.09710259255913,,0.0750759465238897,-0.0750759465238897,,4371.247183179536,,,,13.753481729385406,,,7280.0,3.31,0.047429077745918466,,998.3414283427521,536.758,2022,,Transit,TESS,1.09,1.40674,5957.46,0.3513684533133988,11.503,11.081,42.176249999999996,20.809427777777778,True,False,False,https://exofop.ipac.caltech.edu/tess/target.php?id=247409676
TOI-5336.01,TIC 430099722,430099722.0,Candidate,4.0153167,16.79286388783784,,1.0927624447297297,-1.0927624447297297,1.4981615448304497,,0.09748990304832274,-0.09748990304832274,,42224.7681324198,,,,132.85397798400336,,,12560.0,3.825,0.05164813819526483,,1016.5386436148027,778.572,2022,,Transit,TESS,1.14,1.47734,6093.89,0.433233234453395,12.13,11.78,96.23454166666666,23.657844444444443,True,False,False,https://exofop.ipac.caltech.edu/tess/target.php?id=430099722
TOI-5338.01,TIC 467615239,467615239.0,Candidate,2.6429687,13.965966732673268,,,,1.245962239378719,,,,,242.52132212966472,,,,0.7630574143076869,,,17800.0,2.184,0.03676404319432895,,594.5981888893104,430.82,2022,,Transit,TESS,0.949,1.0096,5439.0,-0.09492988258902123,12.181,11.627,78.17270833333332,22.505925,True,False,False,https://exofop.ipac.caltech.edu/tess/target.php?id=467615239
TOI-5339.01,TIC 101348333,101348333.0,Candidate,15.1873222,8.967189117183676,,0.5356543448816327,-0.5356543448816327,0.8000004043572596,,0.047787961969025086,-0.047787961969025086,,59.492053907451066,,,,0.18718293479450068,,,8710.0,3.535,0.12329262015131405,,70.74379546959346,225.157,2022,,Transit,TESS,1.084,0.979836,5938.0,0.0315625205665967,10.61,10.137,49.17345833333333,30.747030555555558,True,False,False,https://exofop.ipac.caltech.edu/tess/target.php?id=101348333
TOI-5341.01,TIC 90669930,90669930.0,Candidate,20.6875239,11.659649373866667,,,,1.040206032443616,,,,,14663.540719182447,,,,46.136658696724986,,,22490.0,2.57,0.13352015482349705,,13.349899942761022,273.76,2022,,Transit,TESS,0.742,0.748232,4660.7,-0.6234283347992474,12.277,11.58,53.49433333333332,32.11877222222222,True,False,False,https://exofop.ipac.caltech.edu/tess/target.php?id=90669930
TOI-5342.01,TIC 356990855,356990855.0,Candidate,0.5894678,8.947727790376568,,1.1998805556485355,-1.1998805556485355,0.7982641780870696,,0.10704635724251559,-0.10704635724251559,,59.27301022162033,,,,0.18649374628495982,,,1020.0,0.631,0.014146741655868371,,32050.535559753735,534.078,2022,,Transit,TESS,1.087,2.38658,5946.0,0.8071481361699266,10.547,10.087,76.43174999999998,29.725538888888888,True,False,False,https://exofop.ipac.caltech.edu/tess/target.php?id=356990855
TOI-5343.01,TIC 34980970,34980970.0,Candidate,12.836391,2.486460262956522,,0.2135022391652174,-0.2135022391652174,0.22182750801716267,,0.01904742672774119,-0.01904742672774119,,6.740022236900192,,,,0.021206481538623805,,,1310.0,3.366,0.10250395838211682,,28.580220212588014,120.861,2022,,Transit,TESS,0.872,0.686752,5156.0,-0.5224531556439158,10.314,9.695,48.026041666666664,24.533561111111112,True,False,False,https://exofop.ipac.caltech.edu/tess/target.php?id=34980970
TOI-5345.01,TIC 96165095,96165095.0,Candidate,1.1062164,3.44896646212766,,0.3303631193191489,-0.3303631193191489,0.3076967072133445,,0.029473074068839363,-0.029473074068839363,,11.74709123486844,,,,0.03696048242109918,,,660.0,1.728,0.019269248594503696,,2583.1736727379403,207.17,2022,,Transit,TESS,0.78,1.40676,4816.0,-0.018116834930128563,10.073,9.567,72.60149999999999,33.014025,True,False,False,https://exofop.ipac.caltech.edu/tess/target.php?id=96165095
TOI-5346.01,TIC 26018819,26018819.0,Candidate,3.9783327,12.325692781355933,,,,1.0996265474286113,,,,,4148.815482816545,,,,13.053633334000606,,,10890.0,2.643,0.05362760073724365,,746.4916262741408,839.92,2022,,Transit,TESS,1.3,1.17662,6441.07,0.3318016751254583,12.74,12.328,52.523041666666664,20.807825,True,False,False,https://exofop.ipac.caltech.edu/tess/target.php?id=26018819
TOI-5347.01,TIC 21119973,21119973.0,Candidate,1.7109175,7.44992,,0.666691,-0.666691,0.6646384875510546,,0.05947828941839647,-0.05947828941839647,,43.42887939987859,,,,0.1366425357166493,,,9710.0,1.625,,,324.161,,2022,,Transit,TESS,,0.72,4621.0,-0.6716964227484695,12.191,11.429,36.136874999999996,24.101547222222223,True,False,False,https://exofop.ipac.caltech.edu/tess/target.php?id=21119973
TOI-5348.01,TIC 366527844,366527844.0,Candidate,3.08900697511723,15.804685961546728,,0.9179699583442286,-0.9179699583442286,1.4100020636062942,,0.08189593508805634,-0.08189593508805634,,39415.830530283805,,,,124.01607191943245,,,8845.88667173098,2.05831486129247,0.046325918947043354,,1798.8585341510543,631.337,2022,,Transit,TESS,1.39,1.49278,6622.0,0.5866450968710037,11.704,11.375,76.47837499999999,32.72313055555556,True,False,False,https://exofop.ipac.caltech.edu/tess/target.php?id=366527844
TOI-5351.01,TIC 27476314,27476314.0,Candidate,2.8817237,14.319608146341464,,0.993182837097561,-0.993182837097561,1.2775120673387301,,0.08860599022676599,-0.08860599022676599,,35239.30979014628,,,,110.87526809737565,,,7280.0,1.596,0.041879556915744624,,2021.7073287894575,796.298,2022,,Transit,TESS,1.18,1.64156,6182.0,0.5497224418544799,12.08,11.722,78.37241666666665,18.259575,True,False,False,https://exofop.ipac.caltech.edu/tess/target.php?id=27476314
TOI-5352.01,TIC 69995219,69995219.0,Candidate,2.0389145,8.629667987058824,,0.9971086123897058,-0.9971086123897058,0.7698887342396336,,0.08895622504172192,-0.08895622504172192,,55.7403802934626,,,,0.1753788495203579,,,3560.0,1.42,0.03418496988157813,,2374.416022008474,508.519,2022,,Transit,TESS,1.282,1.35659,6396.0,0.44322721733562265,11.649,11.188,78.03966666666665,28.546875,True,False,False,https://exofop.ipac.caltech.edu/tess/target.php?id=69995219
TOI-5354.01,TIC 34781378,34781378.0,Candidate,4.7949288,12.145691778723405,,0.7500858678014185,-0.7500858678014185,1.083567905973756,,0.06691829398288238,-0.06691829398288238,,5796.028993039116,,,,18.236346634776318,,,7220.0,3.898,0.05674094708390347,,648.6711996344327,461.002,2022,,Transit,TESS,1.06,1.40686,5850.0,0.31981777708566766,11.291,10.845,46.330666666666666,28.185825,True,False,False,https://exofop.ipac.caltech.edu/tess/target.php?id=34781378
TOI-5355.01,TIC 96170689,96170689.0,Candidate,9.6125545,9.0780326594702,,0.5476342451721855,-0.5476342451721855,0.8098892198479114,,0.048856738923693785,-0.048856738923693785,,60.745958181395395,,,,0.19112815884599155,,,3470.0,4.242,0.0899281156597407,,293.94895924955375,397.84,2022,,Transit,TESS,1.05,1.51353,5825.68,0.3760629136071351,11.012,10.465,72.78962499999999,34.627725,True,False,False,https://exofop.ipac.caltech.edu/tess/target.php?id=96170689
TOI-5356.01,TIC 467684543,467684543.0,Candidate,3.1948695,13.300184267999999,,0.7722344681999999,-0.7722344681999999,1.1865650041925082,,0.06889426315708638,-0.06889426315708638,,735.9891465876568,,,,2.315680824358348,,,4600.0,3.786,0.047150046083430014,,3023.4677715726853,933.117,2022,,Transit,TESS,1.37,1.99656,6577.37,0.8274695867243466,11.781,11.373,60.96466666666665,31.77596388888889,True,False,False,https://exofop.ipac.caltech.edu/tess/target.php?id=467684543
TOI-5357.01,TIC 150006846,150006846.0,Candidate,9.6995203,11.909910181132076,,0.7732659144339622,-0.7732659144339622,1.0625328446018925,,0.06898628278480465,-0.06898628278480465,,9049.51517073703,,,,28.472958939374596,,,12590.0,3.998,0.0879898133821836,,118.97453389993943,343.58,2022,,Transit,TESS,0.966,1.05549,5504.0,-0.035681194727877216,11.687,11.125,69.84125,27.288030555555558,True,False,False,https://exofop.ipac.caltech.edu/tess/target.php?id=150006846
TOI-5358.01,TIC 46631742,46631742.0,Candidate,2.65991324455985,3.408733984078379,,0.3531836429369421,-0.3531836429369421,0.3041073997629149,,0.031508988320596856,-0.031508988320596856,,11.51538932105711,,,,0.03623146667233756,,,1258.84684443986,2.16370697977457,0.03392168651639426,,232.9886761341915,138.708,2022,,Transit,TESS,0.736,0.802524,4636.28,-0.5717103136239878,10.587,9.923,54.18391666666666,28.550269444444446,True,False,False,https://exofop.ipac.caltech.edu/tess/target.php?id=46631742
TOI-5359.01,TIC 90767677,90767677.0,Candidate,1.6817287,9.278479059829788,,2.9296701418723403,-2.9296701418723403,0.8277718806509872,,0.26136811296195345,-0.26136811296195345,,63.040701751944205,,,,0.19834822956004602,,,15870.0,0.491,0.02147356520570442,,43.70151390864071,175.567,2022,,Transit,TESS,0.467069,0.469452,3174.0,-1.695695207296414,13.043,12.058,54.06604166666666,30.205930555555554,True,False,False,https://exofop.ipac.caltech.edu/tess/target.php?id=90767677
TOI-5360.01,TIC 427578289,427578289.0,Candidate,4.0107869,24.373617481159425,,,,2.1744722438396313,,,,,64449.08989452171,,,,202.7795142198015,,,8290.0,0.829,0.0522059790251738,,911.4913188338584,895.565,2022,,Transit,TESS,1.18,1.37708,6175.11,0.39519302583719984,12.645,12.304,54.910124999999994,28.980619444444443,True,False,False,https://exofop.ipac.caltech.edu/tess/target.php?id=427578289
TOI-5362.01,TIC 308522539,308522539.0,Candidate,13.7279713,11.644981536305732,,,,1.038897453375365,,,,,15089.107033468013,,,,47.47564006357395,,,5210.0,3.039,0.12214452231415793,,252.47379943580682,905.181,2022,,Transit,TESS,1.29,1.57051,6416.48,0.575964306522956,12.316,11.828,75.36908333333332,28.816605555555558,True,False,False,https://exofop.ipac.caltech.edu/tess/target.php?id=308522539
TOI-5363.01,TIC 426448042,426448042.0,Candidate,6.7504762,9.833114908651686,,,,0.8772532618876422,,,,,69.57123865602176,,,,0.21889559653094717,,,11900.0,3.105,0.06798692513609285,,123.4034268151955,493.144,2022,,Transit,TESS,0.92,0.889455,5318.74,-0.24382198080471618,12.674,12.139,40.20195833333333,18.821761111111112,True,False,False,https://exofop.ipac.caltech.edu/tess/target.php?id=426448042
TOI-5364.01,TIC 366754985,366754985.0,Candidate,1.4466879,12.4238608317757,,1.2841057640186917,-1.2841057640186917,1.1083845293340318,,0.1145604399581438,-0.1145604399581438,,3464.3617042817773,,,,10.900100911055011,,,690.0,0.952,0.02696661412056503,,36517.6582993273,645.231,2022,,Transit,TESS,1.25,4.28202,6332.0,1.4241557618401002,9.735,9.246,77.00645833333334,31.898377777777778,True,False,False,https://exofop.ipac.caltech.edu/tess/target.php?id=366754985
